average_wait,decisions_explained,esi_avg_wait,esi_fallbacks,esi_percentage,esi_treated,esi_waiting,esi_weighted_wait,filename,mts_avg_wait,mts_treated,mts_waiting,mts_weighted_wait,neural_decisions,neural_percentage,nurses,optimizer_type,original_filename,patients_treated,patients_waiting,pattern,seed,weighted_wait
6,11,12.17,3,27.3,22,1,72.25,hybrid_weekend_4nurses_analysis.txt,18.24,22,1,108.14,8,72.7,4,hybrid,weekend_4nurses_analysis.txt,22,1,weekend,9056,36
5,9,10.26,0,0.0,22,3,61.02,hybrid_weekend_4nurses_analysis.txt,14.65,22,3,86.2,9,100.0,4,hybrid,weekend_4nurses_analysis.txt,20,5,weekend,9057,37
5,21,10.22,0,0.0,29,2,55.04,hybrid_weekend_4nurses_analysis.txt,16.59,28,3,91.24,21,100.0,4,hybrid,weekend_4nurses_analysis.txt,31,0,weekend,9058,27
6,11,13.0,0,0.0,21,5,77.4,hybrid_weekend_4nurses_analysis.txt,19.62,21,5,115.51,11,100.0,4,hybrid,weekend_4nurses_analysis.txt,21,5,weekend,9059,39
6,17,12.51,1,5.9,27,6,74.7,hybrid_weekend_4nurses_analysis.txt,18.69,27,6,111.38,16,94.1,4,hybrid,weekend_4nurses_analysis.txt,27,6,weekend,9060,36
9,14,20.0,1,7.1,21,7,128.5,hybrid_weekend_4nurses_analysis.txt,30.03,21,7,194.04,13,92.9,4,hybrid,weekend_4nurses_analysis.txt,21,7,weekend,9061,65
3,3,6.46,0,0.0,18,2,38.24,hybrid_weekend_4nurses_analysis.txt,9.69,18,2,56.99,3,100.0,4,hybrid,weekend_4nurses_analysis.txt,18,2,weekend,9062,19
3,2,6.46,0,0.0,18,2,40.23,hybrid_weekend_4nurses_analysis.txt,9.69,18,2,60.49,2,100.0,4,hybrid,weekend_4nurses_analysis.txt,18,2,weekend,9063,19
4,14,9.47,0,0.0,25,7,55.48,hybrid_weekend_4nurses_analysis.txt,13.74,25,7,81.91,14,100.0,4,hybrid,weekend_4nurses_analysis.txt,25,7,weekend,9064,25
4,24,13.76,0,0.0,29,7,81.46,hybrid_weekend_4nurses_analysis.txt,20.24,29,7,122.14,24,100.0,4,hybrid,weekend_4nurses_analysis.txt,31,5,weekend,9065,28
3,6,6.31,0,0.0,23,3,36.97,hybrid_weekend_4nurses_analysis.txt,9.47,23,3,55.94,6,100.0,4,hybrid,weekend_4nurses_analysis.txt,23,3,weekend,9066,18
2,4,5.27,0,0.0,20,0,33.45,hybrid_weekend_4nurses_analysis.txt,7.85,20,0,49.67,4,100.0,4,hybrid,weekend_4nurses_analysis.txt,20,0,weekend,9067,17
3,12,7.1,0,0.0,26,0,43.68,hybrid_weekend_4nurses_analysis.txt,10.93,26,0,66.88,12,100.0,4,hybrid,weekend_4nurses_analysis.txt,26,0,weekend,9068,21
6,16,13.59,1,6.2,23,0,73.44,hybrid_weekend_4nurses_analysis.txt,20.41,23,0,112.12,15,93.8,4,hybrid,weekend_4nurses_analysis.txt,23,0,weekend,9069,35
2,6,4.75,0,0.0,22,0,29.86,hybrid_weekend_4nurses_analysis.txt,7.07,22,0,45.52,6,100.0,4,hybrid,weekend_4nurses_analysis.txt,21,1,weekend,9070,14
6,15,12.0,0,0.0,27,6,73.32,hybrid_weekend_4nurses_analysis.txt,18.18,27,6,111.16,15,100.0,4,hybrid,weekend_4nurses_analysis.txt,27,6,weekend,9071,37
5,16,10.97,2,12.5,26,0,62.48,hybrid_weekend_4nurses_analysis.txt,16.69,25,1,95.23,14,87.5,4,hybrid,weekend_4nurses_analysis.txt,26,0,weekend,9072,30
10,15,21.63,2,13.3,24,11,136.94,hybrid_weekend_4nurses_analysis.txt,32.59,26,9,207.83,13,86.7,4,hybrid,weekend_4nurses_analysis.txt,26,9,weekend,9073,69
5,12,10.85,2,16.7,24,3,64.07,hybrid_weekend_4nurses_analysis.txt,16.24,25,2,96.72,10,83.3,4,hybrid,weekend_4nurses_analysis.txt,23,4,weekend,9074,31
3,8,7.62,0,0.0,22,0,43.15,hybrid_weekend_4nurses_analysis.txt,11.31,23,0,64.7,8,100.0,4,hybrid,weekend_4nurses_analysis.txt,22,0,weekend,9075,20
6,13,13.33,1,7.7,21,6,77.72,hybrid_weekend_4nurses_analysis.txt,20.21,21,6,115.99,12,92.3,4,hybrid,weekend_4nurses_analysis.txt,22,5,weekend,9076,37
4,6,9.86,1,16.7,20,2,60.27,hybrid_weekend_4nurses_analysis.txt,14.96,20,2,89.89,5,83.3,4,hybrid,weekend_4nurses_analysis.txt,21,1,weekend,9077,29
5,12,10.75,0,0.0,25,5,64.32,hybrid_weekend_4nurses_analysis.txt,16.06,25,5,97.37,12,100.0,4,hybrid,weekend_4nurses_analysis.txt,25,5,weekend,9078,31
3,11,7.76,0,0.0,25,2,43.55,hybrid_weekend_4nurses_analysis.txt,11.52,25,2,65.29,11,100.0,4,hybrid,weekend_4nurses_analysis.txt,25,2,weekend,9079,19
2,5,5.24,0,0.0,21,2,33.96,hybrid_weekend_4nurses_analysis.txt,7.83,21,2,50.11,5,100.0,4,hybrid,weekend_4nurses_analysis.txt,21,2,weekend,9080,17
3,12,7.18,0,0.0,24,4,37.14,hybrid_weekend_4nurses_analysis.txt,10.85,25,3,55.93,12,100.0,4,hybrid,weekend_4nurses_analysis.txt,25,3,weekend,9081,18
4,6,8.19,0,0.0,21,0,53.11,hybrid_weekend_4nurses_analysis.txt,12.63,20,1,81.94,6,100.0,4,hybrid,weekend_4nurses_analysis.txt,20,1,weekend,9082,28
9,20,18.55,2,10.0,28,4,113.44,hybrid_weekend_4nurses_analysis.txt,27.55,27,5,168.61,18,90.0,4,hybrid,weekend_4nurses_analysis.txt,27,5,weekend,9083,57
6,16,12.45,2,12.5,26,1,71.24,hybrid_weekend_4nurses_analysis.txt,18.45,26,1,106.62,14,87.5,4,hybrid,weekend_4nurses_analysis.txt,26,1,weekend,9084,33
4,11,8.9,0,0.0,20,3,49.16,hybrid_weekend_4nurses_analysis.txt,13.34,20,3,75.67,11,100.0,4,hybrid,weekend_4nurses_analysis.txt,20,3,weekend,9085,23
9,17,19.02,0,0.0,25,10,110.55,hybrid_weekend_4nurses_analysis.txt,28.39,26,9,164.19,17,100.0,4,hybrid,weekend_4nurses_analysis.txt,26,9,weekend,9086,54
3,6,6.0,0,0.0,20,0,35.45,hybrid_weekend_4nurses_analysis.txt,9.0,20,0,52.84,6,100.0,4,hybrid,weekend_4nurses_analysis.txt,20,0,weekend,9087,17
8,17,16.68,0,0.0,25,10,94.29,hybrid_weekend_4nurses_analysis.txt,25.56,23,12,144.82,17,100.0,4,hybrid,weekend_4nurses_analysis.txt,24,11,weekend,9088,47
3,4,6.56,0,0.0,20,0,34.74,hybrid_weekend_4nurses_analysis.txt,9.84,20,0,51.89,4,100.0,4,hybrid,weekend_4nurses_analysis.txt,20,0,weekend,9089,17
5,25,11.18,1,4.0,31,3,63.24,hybrid_weekend_4nurses_analysis.txt,16.7,30,4,95.59,24,96.0,4,hybrid,weekend_4nurses_analysis.txt,30,4,weekend,9090,31
5,12,9.91,0,0.0,23,5,57.72,hybrid_weekend_4nurses_analysis.txt,14.62,22,6,84.86,12,100.0,4,hybrid,weekend_4nurses_analysis.txt,24,4,weekend,9091,27
5,14,10.75,1,7.1,25,1,61.88,hybrid_weekend_4nurses_analysis.txt,16.16,25,1,95.74,13,92.9,4,hybrid,weekend_4nurses_analysis.txt,25,1,weekend,9092,26
8,14,17.72,0,0.0,23,10,109.31,hybrid_weekend_4nurses_analysis.txt,26.9,23,10,166.52,14,100.0,4,hybrid,weekend_4nurses_analysis.txt,23,10,weekend,9093,56
5,18,11.44,0,0.0,25,5,64.34,hybrid_weekend_4nurses_analysis.txt,17.36,26,4,97.47,18,100.0,4,hybrid,weekend_4nurses_analysis.txt,26,4,weekend,9094,30
8,18,16.14,0,0.0,25,6,99.48,hybrid_weekend_4nurses_analysis.txt,24.41,26,5,154.14,18,100.0,4,hybrid,weekend_4nurses_analysis.txt,26,5,weekend,9095,49
6,17,12.68,1,5.9,26,2,74.48,hybrid_weekend_4nurses_analysis.txt,19.0,26,2,110.64,16,94.1,4,hybrid,weekend_4nurses_analysis.txt,26,2,weekend,9096,36
8,11,15.68,1,9.1,21,4,89.86,hybrid_weekend_4nurses_analysis.txt,23.68,20,5,133.77,10,90.9,4,hybrid,weekend_4nurses_analysis.txt,19,6,weekend,9097,42
3,18,7.97,0,0.0,28,3,40.51,hybrid_weekend_4nurses_analysis.txt,12.38,27,4,63.97,18,100.0,4,hybrid,weekend_4nurses_analysis.txt,28,3,weekend,9098,16
3,8,6.41,0,0.0,22,1,35.53,hybrid_weekend_4nurses_analysis.txt,9.72,22,1,53.47,8,100.0,4,hybrid,weekend_4nurses_analysis.txt,22,1,weekend,9099,17
2,6,5.62,1,16.7,23,2,33.02,hybrid_weekend_5nurses_analysis.txt,8.44,23,2,49.56,5,83.3,5,hybrid,weekend_5nurses_analysis.txt,23,2,weekend,9000,16
3,9,6.66,0,0.0,22,3,39.35,hybrid_weekend_5nurses_analysis.txt,9.97,22,3,59.75,9,100.0,5,hybrid,weekend_5nurses_analysis.txt,21,4,weekend,9001,18
4,15,9.64,1,6.7,28,1,50.53,hybrid_weekend_5nurses_analysis.txt,14.47,29,0,77.19,14,93.3,5,hybrid,weekend_5nurses_analysis.txt,29,0,weekend,9002,25
3,10,6.15,0,0.0,26,0,34.24,hybrid_weekend_5nurses_analysis.txt,9.24,26,0,51.13,10,100.0,5,hybrid,weekend_5nurses_analysis.txt,26,0,weekend,9003,16
3,9,6.72,0,0.0,25,0,39.44,hybrid_weekend_5nurses_analysis.txt,10.1,25,0,58.54,9,100.0,5,hybrid,weekend_5nurses_analysis.txt,26,0,weekend,9004,19
3,14,7.61,1,7.1,30,0,42.76,hybrid_weekend_5nurses_analysis.txt,11.44,29,0,65.25,13,92.9,5,hybrid,weekend_5nurses_analysis.txt,28,1,weekend,9005,20
4,10,9.41,1,10.0,23,2,55.44,hybrid_weekend_5nurses_analysis.txt,14.22,21,4,84.46,9,90.0,5,hybrid,weekend_5nurses_analysis.txt,23,2,weekend,9006,26
3,7,6.21,0,0.0,29,3,34.57,hybrid_weekend_5nurses_analysis.txt,9.33,29,3,52.49,7,100.0,5,hybrid,weekend_5nurses_analysis.txt,29,3,weekend,9007,17
4,14,7.91,1,7.1,27,0,48.03,hybrid_weekend_5nurses_analysis.txt,11.53,26,1,71.36,13,92.9,5,hybrid,weekend_5nurses_analysis.txt,26,1,weekend,9008,24
4,11,9.24,2,18.2,24,0,51.32,hybrid_weekend_5nurses_analysis.txt,13.76,24,0,77.36,9,81.8,5,hybrid,weekend_5nurses_analysis.txt,25,0,weekend,9009,24
3,7,7.6,0,0.0,21,2,38.32,hybrid_weekend_5nurses_analysis.txt,11.4,21,2,57.75,7,100.0,5,hybrid,weekend_5nurses_analysis.txt,21,2,weekend,9010,18
1,5,3.7,0,0.0,21,0,22.46,hybrid_weekend_5nurses_analysis.txt,5.56,21,0,33.76,5,100.0,5,hybrid,weekend_5nurses_analysis.txt,21,0,weekend,9011,10
2,1,5.29,0,0.0,18,3,31.88,hybrid_weekend_5nurses_analysis.txt,7.93,18,3,47.91,1,100.0,5,hybrid,weekend_5nurses_analysis.txt,18,3,weekend,9012,15
2,8,5.42,0,0.0,24,0,30.19,hybrid_weekend_5nurses_analysis.txt,8.1,24,0,44.07,8,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,0,weekend,9013,15
4,15,9.17,3,20.0,28,0,46.89,hybrid_weekend_5nurses_analysis.txt,13.6,28,0,67.58,12,80.0,5,hybrid,weekend_5nurses_analysis.txt,28,0,weekend,9014,24
2,3,5.03,2,66.7,24,0,30.9,hybrid_weekend_5nurses_analysis.txt,7.55,24,0,46.34,1,33.3,5,hybrid,weekend_5nurses_analysis.txt,24,0,weekend,9015,15
3,12,6.76,0,0.0,28,3,40.54,hybrid_weekend_5nurses_analysis.txt,10.21,29,2,61.07,12,100.0,5,hybrid,weekend_5nurses_analysis.txt,28,3,weekend,9016,20
4,9,7.88,0,0.0,23,4,51.07,hybrid_weekend_5nurses_analysis.txt,11.85,22,5,76.28,9,100.0,5,hybrid,weekend_5nurses_analysis.txt,23,4,weekend,9017,24
2,3,4.83,0,0.0,18,0,31.21,hybrid_weekend_5nurses_analysis.txt,7.25,18,0,46.88,3,100.0,5,hybrid,weekend_5nurses_analysis.txt,18,0,weekend,9018,15
3,10,7.0,0,0.0,21,0,39.69,hybrid_weekend_5nurses_analysis.txt,10.69,21,0,61.94,10,100.0,5,hybrid,weekend_5nurses_analysis.txt,22,0,weekend,9019,19
3,5,6.24,1,20.0,25,1,40.03,hybrid_weekend_5nurses_analysis.txt,9.36,25,1,59.75,4,80.0,5,hybrid,weekend_5nurses_analysis.txt,25,1,weekend,9020,19
2,4,5.16,0,0.0,24,1,32.09,hybrid_weekend_5nurses_analysis.txt,7.69,24,1,47.86,4,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,1,weekend,9021,16
2,4,5.33,0,0.0,20,0,34.43,hybrid_weekend_5nurses_analysis.txt,8.0,20,0,51.61,4,100.0,5,hybrid,weekend_5nurses_analysis.txt,20,0,weekend,9022,17
3,6,5.96,0,0.0,20,1,32.95,hybrid_weekend_5nurses_analysis.txt,8.89,20,1,49.85,6,100.0,5,hybrid,weekend_5nurses_analysis.txt,20,1,weekend,9023,16
3,8,6.24,0,0.0,26,1,37.03,hybrid_weekend_5nurses_analysis.txt,9.32,26,1,56.38,8,100.0,5,hybrid,weekend_5nurses_analysis.txt,26,1,weekend,9024,18
3,14,6.27,0,0.0,30,0,36.37,hybrid_weekend_5nurses_analysis.txt,9.7,30,0,56.45,14,100.0,5,hybrid,weekend_5nurses_analysis.txt,29,1,weekend,9025,19
4,12,9.42,0,0.0,24,0,52.66,hybrid_weekend_5nurses_analysis.txt,14.26,24,0,77.54,12,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,0,weekend,9026,26
3,11,7.4,1,9.1,24,0,41.96,hybrid_weekend_5nurses_analysis.txt,11.17,24,0,63.66,10,90.9,5,hybrid,weekend_5nurses_analysis.txt,24,0,weekend,9027,20
2,6,5.61,0,0.0,25,1,30.78,hybrid_weekend_5nurses_analysis.txt,8.36,25,1,47.74,6,100.0,5,hybrid,weekend_5nurses_analysis.txt,25,1,weekend,9028,14
3,14,7.71,0,0.0,23,5,46.97,hybrid_weekend_5nurses_analysis.txt,11.8,23,5,71.22,14,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,4,weekend,9029,23
1,5,3.67,0,0.0,25,0,22.04,hybrid_weekend_5nurses_analysis.txt,5.5,25,0,33.32,5,100.0,5,hybrid,weekend_5nurses_analysis.txt,25,0,weekend,9030,10
4,17,9.33,0,0.0,29,0,58.19,hybrid_weekend_5nurses_analysis.txt,13.47,30,0,85.41,17,100.0,5,hybrid,weekend_5nurses_analysis.txt,28,1,weekend,9031,28
4,14,8.14,1,7.1,30,0,48.21,hybrid_weekend_5nurses_analysis.txt,11.97,30,0,70.61,13,92.9,5,hybrid,weekend_5nurses_analysis.txt,29,1,weekend,9032,24
4,14,9.03,1,7.1,30,0,53.64,hybrid_weekend_5nurses_analysis.txt,13.59,30,0,81.03,13,92.9,5,hybrid,weekend_5nurses_analysis.txt,30,0,weekend,9033,26
3,7,6.59,0,0.0,22,3,46.55,hybrid_weekend_5nurses_analysis.txt,10.19,22,3,72.39,7,100.0,5,hybrid,weekend_5nurses_analysis.txt,23,2,weekend,9034,20
2,4,5.06,1,25.0,23,2,26.43,hybrid_weekend_5nurses_analysis.txt,7.59,23,2,40.74,3,75.0,5,hybrid,weekend_5nurses_analysis.txt,23,2,weekend,9035,12
5,15,10.97,2,13.3,27,0,64.84,hybrid_weekend_5nurses_analysis.txt,16.35,26,1,97.61,13,86.7,5,hybrid,weekend_5nurses_analysis.txt,26,1,weekend,9036,30
3,12,7.1,0,0.0,28,5,39.12,hybrid_weekend_5nurses_analysis.txt,10.4,29,4,57.14,12,100.0,5,hybrid,weekend_5nurses_analysis.txt,29,4,weekend,9037,17
2,8,5.56,0,0.0,24,1,29.06,hybrid_weekend_5nurses_analysis.txt,8.34,24,1,43.74,8,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,1,weekend,9038,14
3,8,7.19,1,12.5,28,2,40.36,hybrid_weekend_5nurses_analysis.txt,10.81,28,2,60.29,7,87.5,5,hybrid,weekend_5nurses_analysis.txt,28,2,weekend,9039,20
3,15,7.28,0,0.0,27,2,45.83,hybrid_weekend_5nurses_analysis.txt,10.92,27,2,68.3,15,100.0,5,hybrid,weekend_5nurses_analysis.txt,27,2,weekend,9040,22
1,3,3.21,0,0.0,24,0,17.05,hybrid_weekend_5nurses_analysis.txt,4.82,24,0,26.03,3,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,0,weekend,9041,8
3,7,6.33,0,0.0,25,1,40.42,hybrid_weekend_5nurses_analysis.txt,9.52,25,1,61.06,7,100.0,5,hybrid,weekend_5nurses_analysis.txt,25,1,weekend,9042,19
2,5,4.48,0,0.0,23,0,24.34,hybrid_weekend_5nurses_analysis.txt,6.72,23,0,37.53,5,100.0,5,hybrid,weekend_5nurses_analysis.txt,23,0,weekend,9043,11
2,3,4.76,0,0.0,21,0,27.08,hybrid_weekend_5nurses_analysis.txt,7.12,21,0,40.91,3,100.0,5,hybrid,weekend_5nurses_analysis.txt,21,0,weekend,9044,12
2,11,4.97,0,0.0,29,0,25.88,hybrid_weekend_5nurses_analysis.txt,7.41,29,0,39.65,11,100.0,5,hybrid,weekend_5nurses_analysis.txt,29,0,weekend,9045,12
4,7,7.86,1,14.3,24,4,43.65,hybrid_weekend_5nurses_analysis.txt,11.74,24,4,65.68,6,85.7,5,hybrid,weekend_5nurses_analysis.txt,23,5,weekend,9046,21
6,24,10.81,4,16.7,33,3,61.93,hybrid_weekend_5nurses_analysis.txt,15.91,33,3,91.8,20,83.3,5,hybrid,weekend_5nurses_analysis.txt,32,4,weekend,9047,33
5,14,11.49,0,0.0,25,5,72.4,hybrid_weekend_5nurses_analysis.txt,17.3,25,5,108.52,14,100.0,5,hybrid,weekend_5nurses_analysis.txt,26,4,weekend,9048,35
2,6,5.3,0,0.0,25,1,28.03,hybrid_weekend_5nurses_analysis.txt,7.97,25,1,42.24,6,100.0,5,hybrid,weekend_5nurses_analysis.txt,25,1,weekend,9049,13
2,6,4.64,0,0.0,29,0,29.17,hybrid_weekend_5nurses_analysis.txt,6.97,29,0,43.54,6,100.0,5,hybrid,weekend_5nurses_analysis.txt,29,0,weekend,9050,14
5,15,11.57,3,20.0,29,1,65.1,hybrid_weekend_5nurses_analysis.txt,17.05,30,0,100.14,12,80.0,5,hybrid,weekend_5nurses_analysis.txt,29,1,weekend,9051,31
3,7,5.75,0,0.0,24,1,34.85,hybrid_weekend_5nurses_analysis.txt,8.38,24,1,50.74,7,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,1,weekend,9052,19
2,3,4.94,0,0.0,22,3,26.85,hybrid_weekend_5nurses_analysis.txt,7.41,22,3,41.1,3,100.0,5,hybrid,weekend_5nurses_analysis.txt,22,3,weekend,9053,12
7,18,15.23,4,22.2,32,4,85.24,hybrid_weekend_5nurses_analysis.txt,22.91,32,4,129.0,14,77.8,5,hybrid,weekend_5nurses_analysis.txt,31,5,weekend,9054,42
2,5,4.57,0,0.0,28,0,24.57,hybrid_weekend_5nurses_analysis.txt,6.86,28,0,37.24,5,100.0,5,hybrid,weekend_5nurses_analysis.txt,28,0,weekend,9055,12
3,6,6.48,0,0.0,24,0,40.74,hybrid_weekend_5nurses_analysis.txt,9.76,24,0,61.31,6,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,0,weekend,9056,20
3,6,7.55,0,0.0,22,2,46.5,hybrid_weekend_5nurses_analysis.txt,11.26,22,2,69.13,6,100.0,5,hybrid,weekend_5nurses_analysis.txt,22,2,weekend,9057,22
5,17,9.92,1,5.9,29,1,56.6,hybrid_weekend_5nurses_analysis.txt,13.86,31,0,79.69,16,94.1,5,hybrid,weekend_5nurses_analysis.txt,29,1,weekend,9058,27
4,8,8.88,0,0.0,22,3,53.77,hybrid_weekend_5nurses_analysis.txt,13.28,22,3,80.41,8,100.0,5,hybrid,weekend_5nurses_analysis.txt,22,3,weekend,9059,26
3,11,7.64,1,9.1,28,4,47.06,hybrid_weekend_5nurses_analysis.txt,11.46,28,4,71.03,10,90.9,5,hybrid,weekend_5nurses_analysis.txt,28,4,weekend,9060,23
6,13,12.26,3,23.1,24,3,75.56,hybrid_weekend_5nurses_analysis.txt,18.41,25,2,113.13,10,76.9,5,hybrid,weekend_5nurses_analysis.txt,24,3,weekend,9061,37
2,3,4.62,1,33.3,19,0,25.66,hybrid_weekend_5nurses_analysis.txt,6.92,19,0,38.63,2,66.7,5,hybrid,weekend_5nurses_analysis.txt,19,0,weekend,9062,12
2,2,4.46,0,0.0,19,0,28.03,hybrid_weekend_5nurses_analysis.txt,6.69,19,0,42.14,2,100.0,5,hybrid,weekend_5nurses_analysis.txt,19,0,weekend,9063,13
2,4,5.16,0,0.0,25,6,30.03,hybrid_weekend_5nurses_analysis.txt,7.74,25,6,45.74,4,100.0,5,hybrid,weekend_5nurses_analysis.txt,25,6,weekend,9064,14
3,16,6.24,0,0.0,33,2,38.32,hybrid_weekend_5nurses_analysis.txt,9.38,33,2,58.07,16,100.0,5,hybrid,weekend_5nurses_analysis.txt,33,2,weekend,9065,18
2,4,5.0,0,0.0,24,1,29.47,hybrid_weekend_5nurses_analysis.txt,7.5,24,1,44.73,4,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,1,weekend,9066,14
1,2,3.85,0,0.0,20,0,24.21,hybrid_weekend_5nurses_analysis.txt,5.77,20,0,36.31,2,100.0,5,hybrid,weekend_5nurses_analysis.txt,20,0,weekend,9067,12
1,7,3.93,0,0.0,26,0,23.08,hybrid_weekend_5nurses_analysis.txt,5.9,26,0,35.29,7,100.0,5,hybrid,weekend_5nurses_analysis.txt,26,0,weekend,9068,11
4,10,8.31,0,0.0,24,0,41.75,hybrid_weekend_5nurses_analysis.txt,12.41,24,0,64.43,10,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,0,weekend,9069,20
2,4,4.79,0,0.0,21,0,28.89,hybrid_weekend_5nurses_analysis.txt,7.18,21,0,43.66,4,100.0,5,hybrid,weekend_5nurses_analysis.txt,21,0,weekend,9070,13
3,12,8.03,1,8.3,29,3,48.91,hybrid_weekend_5nurses_analysis.txt,11.82,28,4,71.29,11,91.7,5,hybrid,weekend_5nurses_analysis.txt,29,3,weekend,9071,21
3,8,6.0,0,0.0,27,0,33.75,hybrid_weekend_5nurses_analysis.txt,8.94,28,0,50.05,8,100.0,5,hybrid,weekend_5nurses_analysis.txt,28,0,weekend,9072,16
8,15,15.71,2,13.3,29,5,94.17,hybrid_weekend_5nurses_analysis.txt,23.37,28,6,142.72,13,86.7,5,hybrid,weekend_5nurses_analysis.txt,28,6,weekend,9073,47
3,8,6.3,1,12.5,26,0,38.25,hybrid_weekend_5nurses_analysis.txt,9.45,26,0,57.64,7,87.5,5,hybrid,weekend_5nurses_analysis.txt,26,0,weekend,9074,18
2,3,4.92,0,0.0,22,0,27.63,hybrid_weekend_5nurses_analysis.txt,7.38,22,0,42.0,3,100.0,5,hybrid,weekend_5nurses_analysis.txt,22,0,weekend,9075,12
3,11,6.18,0,0.0,25,1,33.52,hybrid_weekend_5nurses_analysis.txt,9.33,24,2,51.94,11,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,2,weekend,9076,15
3,6,7.82,1,16.7,21,0,45.04,hybrid_weekend_5nurses_analysis.txt,11.86,20,1,67.3,5,83.3,5,hybrid,weekend_5nurses_analysis.txt,22,0,weekend,9077,22
3,7,6.0,0,0.0,27,2,36.96,hybrid_weekend_5nurses_analysis.txt,8.86,27,2,55.52,7,100.0,5,hybrid,weekend_5nurses_analysis.txt,27,2,weekend,9078,18
2,7,5.58,0,0.0,25,1,34.09,hybrid_weekend_5nurses_analysis.txt,8.36,25,1,52.04,7,100.0,5,hybrid,weekend_5nurses_analysis.txt,25,1,weekend,9079,15
1,2,3.86,0,0.0,21,1,24.56,hybrid_weekend_5nurses_analysis.txt,5.79,21,1,36.84,2,100.0,5,hybrid,weekend_5nurses_analysis.txt,21,1,weekend,9080,12
3,9,5.82,1,11.1,25,2,31.13,hybrid_weekend_5nurses_analysis.txt,8.71,25,2,45.93,8,88.9,5,hybrid,weekend_5nurses_analysis.txt,25,2,weekend,9081,16
3,6,5.93,0,0.0,21,0,37.72,hybrid_weekend_5nurses_analysis.txt,8.93,21,0,56.77,6,100.0,5,hybrid,weekend_5nurses_analysis.txt,21,0,weekend,9082,18
4,16,9.18,3,18.8,31,0,55.48,hybrid_weekend_5nurses_analysis.txt,13.76,31,0,83.82,13,81.2,5,hybrid,weekend_5nurses_analysis.txt,32,0,weekend,9083,27
3,10,6.36,0,0.0,28,0,33.02,hybrid_weekend_5nurses_analysis.txt,9.64,28,0,49.29,10,100.0,5,hybrid,weekend_5nurses_analysis.txt,28,0,weekend,9084,16
2,5,5.79,0,0.0,20,2,35.43,hybrid_weekend_5nurses_analysis.txt,8.69,20,2,53.6,5,100.0,5,hybrid,weekend_5nurses_analysis.txt,20,2,weekend,9085,17
6,14,12.27,1,7.1,28,6,67.33,hybrid_weekend_5nurses_analysis.txt,18.59,27,7,103.63,13,92.9,5,hybrid,weekend_5nurses_analysis.txt,28,6,weekend,9086,32
1,1,3.2,0,0.0,21,0,18.94,hybrid_weekend_5nurses_analysis.txt,4.8,21,0,28.72,1,100.0,5,hybrid,weekend_5nurses_analysis.txt,21,0,weekend,9087,9
3,11,7.66,0,0.0,29,5,41.76,hybrid_weekend_5nurses_analysis.txt,12.49,27,7,69.39,11,100.0,5,hybrid,weekend_5nurses_analysis.txt,28,6,weekend,9088,20
2,3,4.72,0,0.0,21,0,23.52,hybrid_weekend_5nurses_analysis.txt,7.08,21,0,35.18,3,100.0,5,hybrid,weekend_5nurses_analysis.txt,21,0,weekend,9089,11
3,16,7.95,0,0.0,31,2,44.53,hybrid_weekend_5nurses_analysis.txt,11.72,31,2,65.79,16,100.0,5,hybrid,weekend_5nurses_analysis.txt,32,1,weekend,9090,20
3,6,6.03,0,0.0,24,3,36.26,hybrid_weekend_5nurses_analysis.txt,9.15,24,3,55.36,6,100.0,5,hybrid,weekend_5nurses_analysis.txt,24,3,weekend,9091,17
2,8,5.94,0,0.0,27,0,32.4,hybrid_weekend_5nurses_analysis.txt,8.88,27,0,52.45,8,100.0,5,hybrid,weekend_5nurses_analysis.txt,27,0,weekend,9092,15
6,14,12.33,2,14.3,27,5,71.1,hybrid_weekend_5nurses_analysis.txt,18.23,26,6,108.25,12,85.7,5,hybrid,weekend_5nurses_analysis.txt,25,7,weekend,9093,33
3,8,6.28,1,12.5,26,3,36.02,hybrid_weekend_5nurses_analysis.txt,9.42,26,3,54.39,7,87.5,5,hybrid,weekend_5nurses_analysis.txt,26,3,weekend,9094,17
5,18,10.76,1,5.6,28,2,65.24,hybrid_weekend_5nurses_analysis.txt,16.03,27,3,99.31,17,94.4,5,hybrid,weekend_5nurses_analysis.txt,29,1,weekend,9095,31
3,10,7.79,0,0.0,26,1,46.69,hybrid_weekend_5nurses_analysis.txt,11.62,26,1,69.33,10,100.0,5,hybrid,weekend_5nurses_analysis.txt,26,1,weekend,9096,22
4,13,8.81,2,15.4,23,1,48.73,hybrid_weekend_5nurses_analysis.txt,13.48,22,2,74.16,11,84.6,5,hybrid,weekend_5nurses_analysis.txt,23,1,weekend,9097,23
